vacancy_name,vacancy_salary,min_salary,max_salary,currency_salary,vacancy_link,vacancy_source
ML-аналитик,,,,,https://spb.hh.ru/vacancy/76223257?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес - аналитик,,,,,https://spb.hh.ru/vacancy/75664088?from=vacancy_search_list&query=Data+Analyst,hh.ru
CRM Analyst,,,,,https://spb.hh.ru/vacancy/76247557?from=vacancy_search_list&query=Data+Analyst,hh.ru
Client Consultant (FMCG sector),,,,,https://spb.hh.ru/vacancy/76510778?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Science Manager,,,,,https://spb.hh.ru/vacancy/76077520?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer (внедрение моделей),,,,,https://spb.hh.ru/vacancy/76286200?from=vacancy_search_list&query=Data+Analyst,hh.ru
Business Analyst,,,,,https://spb.hh.ru/vacancy/76448369?from=vacancy_search_list&query=Data+Analyst,hh.ru
Младший web-аналитик,,,,,https://spb.hh.ru/vacancy/73869362?from=vacancy_search_list&query=Data+Analyst,hh.ru
Finance Analyst and Controller,,,,,https://spb.hh.ru/vacancy/77108896?from=vacancy_search_list&query=Data+Analyst,hh.ru
Business Process Development Analyst (S&OP / IBP),,,,,https://spb.hh.ru/vacancy/76929549?from=vacancy_search_list&query=Data+Analyst,hh.ru
Junior Business Analyst,,,,,https://spb.hh.ru/vacancy/76867345?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Scientist (Скормейкер),,,,,https://spb.hh.ru/vacancy/76636130?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Analyst (Game),,,,,https://spb.hh.ru/vacancy/76229847?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик IT,,,,,https://spb.hh.ru/vacancy/76509151?from=vacancy_search_list&query=Data+Analyst,hh.ru
Финансовый аналитик (Middle/Senior/Lead),,,,,https://spb.hh.ru/vacancy/71653349?from=vacancy_search_list&query=Data+Analyst,hh.ru
Middle / Senior QA-инженер в команду Поиска,от 200 000 руб.,200000.0,,руб.,https://spb.hh.ru/vacancy/73148800?from=vacancy_search_list&query=Data+Analyst,hh.ru
Трафик-менеджер,60 000 – 80 000 руб.,60000.0,80000.0,руб.,https://spb.hh.ru/vacancy/76543769?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Ведущий консультант аналитик 1С ERP, УХ (оперативный контур)",,,,,https://spb.hh.ru/vacancy/75771258?from=vacancy_search_list&query=Data+Analyst,hh.ru
Главный инженер по разработке - Java,,,,,https://spb.hh.ru/vacancy/77014980?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик,108 000 – 395 000 руб.,108000.0,395000.0,руб.,https://spb.hh.ru/vacancy/77135735?from=vacancy_search_list&query=Data+Analyst,hh.ru
Разработчик систем бизнес-аналитики,от 110 000 руб.,110000.0,,руб.,https://spb.hh.ru/vacancy/76635799?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продуктовый аналитик в монетизацию Яндекс.Карт,,,,,https://spb.hh.ru/vacancy/75695415?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик Data Science (NLP/Computer vision),,,,,https://spb.hh.ru/vacancy/77178959?from=vacancy_search_list&query=Data+Analyst,hh.ru
Финансовый аналитик,от 100 000 руб.,100000.0,,руб.,https://spb.hh.ru/vacancy/76545721?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продуктовый аналитик в монетизацию Яндекс.Карт,,,,,https://spb.hh.ru/vacancy/75695417?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель отдела анализа данных/CDS,,,,,https://spb.hh.ru/vacancy/77023297?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Scientist ядра CVM,,,,,https://spb.hh.ru/vacancy/76169521?from=vacancy_search_list&query=Data+Analyst,hh.ru
Лингвист-аналитик,от 95 000 руб.,95000.0,,руб.,https://spb.hh.ru/vacancy/71260107?from=vacancy_search_list&query=Data+Analyst,hh.ru
Analyst (Sales & Finance),,,,,https://spb.hh.ru/vacancy/76980119?from=vacancy_search_list&query=Data+Analyst,hh.ru
Middle data scientist / исследователь,,,,,https://spb.hh.ru/vacancy/76996360?from=vacancy_search_list&query=Data+Analyst,hh.ru
Разработчик платформы аналитики в Маркет,,,,,https://spb.hh.ru/vacancy/75611208?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный/Бизнес Аналитик на проект BPM,250 000 – 280 000 руб.,250000.0,280000.0,руб.,https://spb.hh.ru/vacancy/76774639?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель отдела аналитики продукта,,,,,https://spb.hh.ru/vacancy/75825673?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data architect / Архитектор данных,,,,,https://spb.hh.ru/vacancy/76599121?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Product Analyst,,,,,https://spb.hh.ru/vacancy/76979036?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик хранилища данных и отчетности (DWH/ BI),,,,,https://spb.hh.ru/vacancy/75579113?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик данных,,,,,https://spb.hh.ru/vacancy/76962527?from=vacancy_search_list&query=Data+Analyst,hh.ru
Web-аналитик в продуктовой IT-компании,90 000 – 150 000 руб.,90000.0,150000.0,руб.,https://spb.hh.ru/vacancy/74143696?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer в Практикум,,,,,https://spb.hh.ru/vacancy/77037098?from=vacancy_search_list&query=Data+Analyst,hh.ru
Consumer insight manager \ CMI lead,,,,,https://spb.hh.ru/vacancy/77154092?from=vacancy_search_list&query=Data+Analyst,hh.ru
Веб-аналитик / Web Analyst Team Lead,от 180 000 руб.,180000.0,,руб.,https://spb.hh.ru/vacancy/77090806?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик данных,,,,,https://spb.hh.ru/vacancy/77079684?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший бизнес-аналитик,120 000 – 140 000 руб.,120000.0,140000.0,руб.,https://spb.hh.ru/vacancy/76321679?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продуктовый аналитик в команду VK Чекбэка,,,,,https://spb.hh.ru/vacancy/69144701?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик,180 000 – 240 000 руб.,180000.0,240000.0,руб.,https://spb.hh.ru/vacancy/76950443?from=vacancy_search_list&query=Data+Analyst,hh.ru
System Analyst middle,,,,,https://spb.hh.ru/vacancy/77115746?from=vacancy_search_list&query=Data+Analyst,hh.ru
Python разработчик платформы аналитики в Маркет,,,,,https://spb.hh.ru/vacancy/76341246?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик в розничную команду данных,,,,,https://spb.hh.ru/vacancy/77146249?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик хранилища данных и отчетности (DWH/ BI),,,,,https://spb.hh.ru/vacancy/75579112?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик сегмента B2G,,,,,https://spb.hh.ru/vacancy/76078645?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer,,,,,https://spb.hh.ru/vacancy/72054128?from=vacancy_search_list&query=Data+Analyst,hh.ru
Финансовый аналитик (Департамент рисков),,,,,https://spb.hh.ru/vacancy/76338889?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Traffic Manager/Media Buyer (Google Ads, DV360, TikTok)",,,,,https://spb.hh.ru/vacancy/76913160?from=vacancy_search_list&query=Data+Analyst,hh.ru
English tutor for IT,,,,,https://spb.hh.ru/vacancy/70973447?from=vacancy_search_list&query=Data+Analyst,hh.ru
English tutor for IT,,,,,https://spb.hh.ru/vacancy/75803754?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data engineer (Беспилотные автомобили),,,,,https://spb.hh.ru/vacancy/76970819?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик Big Data,,,,,https://spb.hh.ru/vacancy/71266321?from=vacancy_search_list&query=Data+Analyst,hh.ru
IT-Recruiter,,,,,https://spb.hh.ru/vacancy/77030722?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель направления валидации моделей (Data Scientist),,,,,https://spb.hh.ru/vacancy/77063344?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer,,,,,https://spb.hh.ru/vacancy/74005859?from=vacancy_search_list&query=Data+Analyst,hh.ru
English tutor for IT,,,,,https://spb.hh.ru/vacancy/70973465?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Product Analyst,,,,,https://spb.hh.ru/vacancy/76030954?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик технической поддержки BI-системы,,,,,https://spb.hh.ru/vacancy/75576564?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик,,,,,https://spb.hh.ru/vacancy/76169510?from=vacancy_search_list&query=Data+Analyst,hh.ru
IT-специалист/бизнес-аналитик amoCRM/администратор CRM (удалённо),50 000 – 80 000 руб.,50000.0,80000.0,руб.,https://spb.hh.ru/vacancy/77198063?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Scientist,,,,,https://spb.hh.ru/vacancy/76937563?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик (Big data),,,,,https://spb.hh.ru/vacancy/77056765?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик BI (отчетность DWH),,,,,https://spb.hh.ru/vacancy/70364732?from=vacancy_search_list&query=Data+Analyst,hh.ru
Маркетинговый аналитик,,,,,https://spb.hh.ru/vacancy/76913692?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик (Big Data),,,,,https://spb.hh.ru/vacancy/75743495?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data аналитик по финансовым рискам,,,,,https://spb.hh.ru/vacancy/77059016?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Engineer (DWH),,,,,https://spb.hh.ru/vacancy/76954495?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик BI (отчетность DWH),,,,,https://spb.hh.ru/vacancy/76888778?from=vacancy_search_list&query=Data+Analyst,hh.ru
Проектный менеджер (стажёр),от 25 000 руб.,25000.0,,руб.,https://spb.hh.ru/vacancy/76275783?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель отдела аналитики,от 150 000 руб.,150000.0,,руб.,https://spb.hh.ru/vacancy/77019854?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик - математик,,,,,https://spb.hh.ru/vacancy/77056705?from=vacancy_search_list&query=Data+Analyst,hh.ru
Разработчик BI,,,,,https://spb.hh.ru/vacancy/54848793?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший аналитик Big data,,,,,https://spb.hh.ru/vacancy/71072780?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший аналитик по поддержке Jira/Confluence,,,,,https://spb.hh.ru/vacancy/76836771?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик (DWH),,,,,https://spb.hh.ru/vacancy/73888466?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик данных,,,,,https://spb.hh.ru/vacancy/76964932?from=vacancy_search_list&query=Data+Analyst,hh.ru
Web-аналитик,,,,,https://spb.hh.ru/vacancy/75716210?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик (Решения для моделирования),,,,,https://spb.hh.ru/vacancy/74332551?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продуктовый аналитик (удаленная работа),,,,,https://spb.hh.ru/vacancy/67659907?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior CRM analyst,,,,,https://spb.hh.ru/vacancy/76986764?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Scientist в направление продаж,,,,,https://spb.hh.ru/vacancy/77184848?from=vacancy_search_list&query=Data+Analyst,hh.ru
ETL-инженер,,,,,https://spb.hh.ru/vacancy/77052902?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий аналитик качества данных,,,,,https://spb.hh.ru/vacancy/77019282?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик,,,,,https://spb.hh.ru/vacancy/76874231?from=vacancy_search_list&query=Data+Analyst,hh.ru
Business Development Manager (Collection),,,,,https://spb.hh.ru/vacancy/77136067?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Analyst,,,,,https://spb.hh.ru/vacancy/73530140?from=vacancy_search_list&query=Data+Analyst,hh.ru
Business Analyst (Cyprus),,,,,https://spb.hh.ru/vacancy/76927378?from=vacancy_search_list&query=Data+Analyst,hh.ru
Маркетолог-аналитик,100 000 – 120 000 руб.,100000.0,120000.0,руб.,https://spb.hh.ru/vacancy/76933321?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик в отчетность DWH,,,,,https://spb.hh.ru/vacancy/77080585?from=vacancy_search_list&query=Data+Analyst,hh.ru
Product manager,до 200 000 руб.,,200000.0,руб.,https://spb.hh.ru/vacancy/75875406?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Scientist в направление продаж,,,,,https://spb.hh.ru/vacancy/77184846?from=vacancy_search_list&query=Data+Analyst,hh.ru
Главный аналитик Big Data,,,,,https://spb.hh.ru/vacancy/76900366?from=vacancy_search_list&query=Data+Analyst,hh.ru
Middle ++\Senior data engineer,от 200 000 руб.,200000.0,,руб.,https://spb.hh.ru/vacancy/76341879?from=vacancy_search_list&query=Data+Analyst,hh.ru
Team Lead (Data Engineer),,,,,https://spb.hh.ru/vacancy/76278243?from=vacancy_search_list&query=Data+Analyst,hh.ru
Business Data Engineer,,,,,https://spb.hh.ru/vacancy/76363320?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Scientist в направление продаж,,,,,https://spb.hh.ru/vacancy/77184851?from=vacancy_search_list&query=Data+Analyst,hh.ru
Младший менеджер по продажам (digital),50 000 – 150 000 руб.,50000.0,150000.0,руб.,https://spb.hh.ru/vacancy/77150483?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior system analyst (Brokerage),250 000 – 350 000 руб.,250000.0,350000.0,руб.,https://spb.hh.ru/vacancy/72285675?from=vacancy_search_list&query=Data+Analyst,hh.ru
ML-инженер (Data Scientist),,,,,https://spb.hh.ru/vacancy/76734803?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data engineer,,,,,https://spb.hh.ru/vacancy/75954378?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик/Аналитик в IT,от 120 000 руб.,120000.0,,руб.,https://spb.hh.ru/vacancy/76082854?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик (отчетность DWH),,,,,https://spb.hh.ru/vacancy/68356155?from=vacancy_search_list&query=Data+Analyst,hh.ru
Lead Web Analyst,,,,,https://spb.hh.ru/vacancy/76065176?from=vacancy_search_list&query=Data+Analyst,hh.ru
Business Data Engineer,,,,,https://spb.hh.ru/vacancy/77082533?from=vacancy_search_list&query=Data+Analyst,hh.ru
Business Data Engineer,,,,,https://spb.hh.ru/vacancy/76888780?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик BI (отчетность DWH),,,,,https://spb.hh.ru/vacancy/72357877?from=vacancy_search_list&query=Data+Analyst,hh.ru
Head of Machine Learning,от 250 000 руб.,250000.0,,руб.,https://spb.hh.ru/vacancy/76938133?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data scientist \ Аналитик данных,,,,,https://spb.hh.ru/vacancy/76826677?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer,,,,,https://spb.hh.ru/vacancy/76703124?from=vacancy_search_list&query=Data+Analyst,hh.ru
QA инженер в BigData,,,,,https://spb.hh.ru/vacancy/73982301?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий бизнес-аналитик SAP BW/BI,,,,,https://spb.hh.ru/vacancy/73222733?from=vacancy_search_list&query=Data+Analyst,hh.ru
Head of Data Analytics,,,,,https://spb.hh.ru/vacancy/77001288?from=vacancy_search_list&query=Data+Analyst,hh.ru
Business Analyst (Cyprus),,,,,https://spb.hh.ru/vacancy/76983114?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик (проект СПАРК-Интерфакс),,,,,https://spb.hh.ru/vacancy/76415530?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Продуктовый аналитик ""Цифровые продукты МТС""",,,,,https://spb.hh.ru/vacancy/71816971?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer (Комплаенс),,,,,https://spb.hh.ru/vacancy/77197696?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Руководитель отдела финансового планирования, анализа и моделирования",,,,,https://spb.hh.ru/vacancy/76775156?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик (Ассортимент),,,,,https://spb.hh.ru/vacancy/75841411?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик CRM,,,,,https://spb.hh.ru/vacancy/71807760?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer,,,,,https://spb.hh.ru/vacancy/76146269?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий аналитик данных/Архитектор данных (ДИР),,,,,https://spb.hh.ru/vacancy/77136025?from=vacancy_search_list&query=Data+Analyst,hh.ru
Product Growth Manager,,,,,https://spb.hh.ru/vacancy/76738482?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель группы по управлению оттоком и лояльностью (CVM),,,,,https://spb.hh.ru/vacancy/77127608?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер по инвестиционному маркетингу,,,,,https://spb.hh.ru/vacancy/75942091?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий веб-аналитик,,,,,https://spb.hh.ru/vacancy/73237947?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель направления Data Science,,,,,https://spb.hh.ru/vacancy/70417563?from=vacancy_search_list&query=Data+Analyst,hh.ru
Business Analyst (Cyprus),,,,,https://spb.hh.ru/vacancy/76982950?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик,,,,,https://spb.hh.ru/vacancy/74241540?from=vacancy_search_list&query=Data+Analyst,hh.ru
Маркетолог-аналитик,,,,,https://spb.hh.ru/vacancy/76143809?from=vacancy_search_list&query=Data+Analyst,hh.ru
Программист / Инженер данных (Data Engineer),,,,,https://spb.hh.ru/vacancy/76941210?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Аналитик данных (Управление ""Продажи и обслуживание в отделениях"")",,,,,https://spb.hh.ru/vacancy/76564417?from=vacancy_search_list&query=Data+Analyst,hh.ru
System Analyst DWH,,,,,https://spb.hh.ru/vacancy/68110020?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Scientist,,,,,https://spb.hh.ru/vacancy/75573623?from=vacancy_search_list&query=Data+Analyst,hh.ru
Middle/Senior Продуктовый аналитик в направление работодатели,,,,,https://spb.hh.ru/vacancy/71324858?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий консультант по Data Governance,,,,,https://spb.hh.ru/vacancy/76469460?from=vacancy_search_list&query=Data+Analyst,hh.ru
Главный аналитик Machine Learning (Python/SAS),,,,,https://spb.hh.ru/vacancy/77134058?from=vacancy_search_list&query=Data+Analyst,hh.ru
Support manager,,,,,https://spb.hh.ru/vacancy/76124516?from=vacancy_search_list&query=Data+Analyst,hh.ru
Архитектор/аналитик данных,,,,,https://spb.hh.ru/vacancy/76852730?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Senior sales manager B2B (performance, digital)",100 000 – 500 000 руб.,100000.0,500000.0,руб.,https://spb.hh.ru/vacancy/77146034?from=vacancy_search_list&query=Data+Analyst,hh.ru
Разработчик Hadoop Big Data (стрим Витрины ПИК),,,,,https://spb.hh.ru/vacancy/76402191?from=vacancy_search_list&query=Data+Analyst,hh.ru
Разработчик SQL,,,,,https://spb.hh.ru/vacancy/77113637?from=vacancy_search_list&query=Data+Analyst,hh.ru
Разработчик Python (ETL),,,,,https://spb.hh.ru/vacancy/77077906?from=vacancy_search_list&query=Data+Analyst,hh.ru
IT Business Analyst,,,,,https://spb.hh.ru/vacancy/75567142?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер проектов / Интернет-маркетолог (удаленная работа),60 000 – 90 000 руб.,60000.0,90000.0,руб.,https://spb.hh.ru/vacancy/76823744?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик в отчетность DWH,,,,,https://spb.hh.ru/vacancy/75833767?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data engineer,,,,,https://spb.hh.ru/vacancy/74352505?from=vacancy_search_list&query=Data+Analyst,hh.ru
Младший финансовый аналитик (лидерская программа),,,,,https://spb.hh.ru/vacancy/75956288?from=vacancy_search_list&query=Data+Analyst,hh.ru
Team Lead of Media buying / iGaming продукт,от 100 000 руб.,100000.0,,руб.,https://spb.hh.ru/vacancy/76404266?from=vacancy_search_list&query=Data+Analyst,hh.ru
CX Manager HMI,,,,,https://spb.hh.ru/vacancy/76985732?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Engineer (Search),,,,,https://spb.hh.ru/vacancy/73118539?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Scientist / Специалист по работе с искусственным интеллектом,,,,,https://spb.hh.ru/vacancy/69379894?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик BI (отчетность DWH),,,,,https://spb.hh.ru/vacancy/71402493?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продуктовый аналитик e-commerce,до 210 000 руб.,,210000.0,руб.,https://spb.hh.ru/vacancy/75574694?from=vacancy_search_list&query=Data+Analyst,hh.ru
Middle Data Engineer / Инженер данных,180 000 – 250 000 руб.,180000.0,250000.0,руб.,https://spb.hh.ru/vacancy/77018834?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер по развитию облачных сервисов в государственном сегменте (BDM BIM/Cloud),,,,,https://spb.hh.ru/vacancy/76080614?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Engineer,,,,,https://spb.hh.ru/vacancy/73828477?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик/Менеджер по ценообразованию,,,,,https://spb.hh.ru/vacancy/76934096?from=vacancy_search_list&query=Data+Analyst,hh.ru
Business Analyst,,,,,https://spb.hh.ru/vacancy/73992936?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший разработчик Python (Поиск),,,,,https://spb.hh.ru/vacancy/76674693?from=vacancy_search_list&query=Data+Analyst,hh.ru
Эксперт по мастер-данным / младший специалист по прогнозированию спроса,,,,,https://spb.hh.ru/vacancy/77013332?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Scientist (главный исследователь данных),,,,,https://spb.hh.ru/vacancy/70995598?from=vacancy_search_list&query=Data+Analyst,hh.ru
PR manager,,,,,https://spb.hh.ru/vacancy/76903002?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продуктолог/методолог,от 100 000 руб.,100000.0,,руб.,https://spb.hh.ru/vacancy/77115002?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший аналитик Отдел развития хранилищ данных,,,,,https://spb.hh.ru/vacancy/71491903?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший операционный аналитик \ Senior Supply Analyst,,,,,https://spb.hh.ru/vacancy/76938335?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Специалист по контекстной рекламе / PPC специалист / Junior+ , Middle",50 000 – 80 000 руб.,50000.0,80000.0,руб.,https://spb.hh.ru/vacancy/76105783?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик отдела ценообразования,,,,,https://spb.hh.ru/vacancy/76467937?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer,,,,,https://spb.hh.ru/vacancy/76827227?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик (Ассортимент),,,,,https://spb.hh.ru/vacancy/77064798?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data scientist,,,,,https://spb.hh.ru/vacancy/71958940?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Scientist,,,,,https://spb.hh.ru/vacancy/76819740?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продуктовый аналитик/Data scientist,,,,,https://spb.hh.ru/vacancy/75911868?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель практики по управлению данными,,,,,https://spb.hh.ru/vacancy/72070910?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Content Auditor (English, Контент-менеджер/аналитик)",800 – 1 000 бел. руб.,800.0,1000.0,руб.,https://spb.hh.ru/vacancy/76926103?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик,,,,,https://spb.hh.ru/vacancy/77059262?from=vacancy_search_list&query=Data+Analyst,hh.ru
Content auditor (manager/analyst)/Администратор сайта,350 – 400 USD,350.0,400.0,USD,https://spb.hh.ru/vacancy/76759290?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель направления машинного обучения/Machine learning senior engineer,,,,,https://spb.hh.ru/vacancy/77002722?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий веб-аналитик,,,,,https://spb.hh.ru/vacancy/76503737?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик/Специалист по ИТ,,,,,https://spb.hh.ru/vacancy/75701962?from=vacancy_search_list&query=Data+Analyst,hh.ru
Systems Analyst (BSS solution),,,,,https://spb.hh.ru/vacancy/76057917?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продуктовый аналитик (Инвестиционный блок),,,,,https://spb.hh.ru/vacancy/76024965?from=vacancy_search_list&query=Data+Analyst,hh.ru
Junior email marketing specialist,60 000 – 80 000 руб.,60000.0,80000.0,руб.,https://spb.hh.ru/vacancy/77009456?from=vacancy_search_list&query=Data+Analyst,hh.ru
Бизнес-аналитик (IT проекты),,,,,https://spb.hh.ru/vacancy/77031647?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший Антифрод-аналитик (Remote),,,,,https://spb.hh.ru/vacancy/73565503?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Backend Developer / Python Developer,,,,,https://spb.hh.ru/vacancy/76868492?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer в Data Lake,,,,,https://spb.hh.ru/vacancy/76410090?from=vacancy_search_list&query=Data+Analyst,hh.ru
Quant / Data Scientist (Руководитель направления Управление рисками),,,,,https://spb.hh.ru/vacancy/72740316?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data Engineer (DataPlatform team),,,,,https://spb.hh.ru/vacancy/69614008?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик DWH,,,,,https://spb.hh.ru/vacancy/76552936?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик,,,,,https://spb.hh.ru/vacancy/75408029?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Analyst (Power BI),,,,,https://spb.hh.ru/vacancy/70740505?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик (Автоматизация продуктов),,,,,https://spb.hh.ru/vacancy/76084959?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Scientist (Рекомендательные системы),,,,,https://spb.hh.ru/vacancy/68115103?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Менеджер по продвижению решений (BI, Big Data)",,,,,https://spb.hh.ru/vacancy/76228107?from=vacancy_search_list&query=Data+Analyst,hh.ru
System analyst (remote),,,,,https://spb.hh.ru/vacancy/76769866?from=vacancy_search_list&query=Data+Analyst,hh.ru
Support TeamLead,,,,,https://spb.hh.ru/vacancy/76454331?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data engineer / Разработчик DWH / ETL developer,,,,,https://spb.hh.ru/vacancy/72673144?from=vacancy_search_list&query=Data+Analyst,hh.ru
