vacancy_name,vacancy_salary,min_salary,max_salary,currency_salary,vacancy_link,vacancy_source
Менеджер по развитию международного бизнеса в ОАЭ | BDM United Arab Emirates,,,,,https://spb.hh.ru/vacancy/76084084?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer,,,,,https://spb.hh.ru/vacancy/72426578?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик,,,,,https://spb.hh.ru/vacancy/76278637?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик (отдел информационных систем клиентского сервиса),,,,,https://spb.hh.ru/vacancy/76447334?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Engineer,,,,,https://spb.hh.ru/vacancy/76494883?from=vacancy_search_list&query=Data+Analyst,hh.ru
Архитектор решений BI и DWH,,,,,https://spb.hh.ru/vacancy/71677647?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Data Test Engineer (DWH, ETL)",,,,,https://spb.hh.ru/vacancy/76362643?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик (Fintech),,,,,https://spb.hh.ru/vacancy/76161017?from=vacancy_search_list&query=Data+Analyst,hh.ru
Разработчик DWH/BI (ЕХД),,,,,https://spb.hh.ru/vacancy/74135914?from=vacancy_search_list&query=Data+Analyst,hh.ru
Project Manager в HR,,,,,https://spb.hh.ru/vacancy/76280416?from=vacancy_search_list&query=Data+Analyst,hh.ru
Team lead data engineer,,,,,https://spb.hh.ru/vacancy/76289419?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Oracle (DWH) developer,,,,,https://spb.hh.ru/vacancy/67995987?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Oracle (DWH) developer,,,,,https://spb.hh.ru/vacancy/67995980?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Data Test Engineer (DWH, ETL)",,,,,https://spb.hh.ru/vacancy/76362641?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик (МАРКЕР),,,,,https://spb.hh.ru/vacancy/76082192?from=vacancy_search_list&query=Data+Analyst,hh.ru
Performance marketing manager (Middle\Senior),,,,,https://spb.hh.ru/vacancy/76162073?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Oracle (DWH) developer,,,,,https://spb.hh.ru/vacancy/67995965?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Data Test Engineer (DWH, ETL)",,,,,https://spb.hh.ru/vacancy/76362642?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик — Департамент информационных технологий,,,,,https://spb.hh.ru/vacancy/76222736?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик (Цифровые платформы образования),,,,,https://spb.hh.ru/vacancy/76232229?from=vacancy_search_list&query=Data+Analyst,hh.ru
Project Manager / Team Lead (DWH),,,,,https://spb.hh.ru/vacancy/76113764?from=vacancy_search_list&query=Data+Analyst,hh.ru
Back-end Developer (Python/Golang),140 000 – 200 000 руб.,140000.0,200000.0,руб.,https://spb.hh.ru/vacancy/76078011?from=vacancy_search_list&query=Data+Analyst,hh.ru
Product manager (Offline Performance),,,,,https://spb.hh.ru/vacancy/76243790?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Преподаватель курса ""Facebook Ads"" (таргетолог) на английском языке",100 000 – 200 000 руб.,100000.0,200000.0,руб.,https://spb.hh.ru/vacancy/76055726?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший специалист CVM в Отдел операционной эффективности,,,,,https://spb.hh.ru/vacancy/76115650?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Scientist (Направление геология и разработка месторождений),,,,,https://spb.hh.ru/vacancy/76090068?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Scientist (Направление геология и разработка месторождений),,,,,https://spb.hh.ru/vacancy/76090069?from=vacancy_search_list&query=Data+Analyst,hh.ru
QA Automation Engineer (Python),3 300 – 4 500 EUR,3300.0,4500.0,EUR,https://spb.hh.ru/vacancy/76160761?from=vacancy_search_list&query=Data+Analyst,hh.ru
Team Lead NLP Engineer,,,,,https://spb.hh.ru/vacancy/68518510?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель направления по управлению данными,,,,,https://spb.hh.ru/vacancy/76099589?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный аналитик сборки Greenplum,,,,,https://spb.hh.ru/vacancy/76096278?from=vacancy_search_list&query=Data+Analyst,hh.ru
Project Manager / Team Lead (DWH),,,,,https://spb.hh.ru/vacancy/76113646?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Oracle (DWH) developer,,,,,https://spb.hh.ru/vacancy/67996338?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Продукт менеджер в направление ""Жизнь в городе""",,,,,https://spb.hh.ru/vacancy/76238795?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data QA Engineer (SQL),,,,,https://spb.hh.ru/vacancy/70816590?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Data QA Engineer (SQL),,,,,https://spb.hh.ru/vacancy/75912248?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий продуктовый аналитик (B2B),,,,,https://spb.hh.ru/vacancy/74006725?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший системный аналитик,,,,,https://spb.hh.ru/vacancy/76210140?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик данных / Data Analyst,80 000 – 120 000 руб.,80000.0,120000.0,руб.,https://spb.hh.ru/vacancy/77024983?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик данных | Data Analyst,до 140 000 руб.,,140000.0,руб.,https://spb.hh.ru/vacancy/76565072?from=vacancy_search_list&query=Data+Analyst,hh.ru
VC Analyst,,,,,https://spb.hh.ru/vacancy/68581646?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Analyst / Аналитик данных,,,,,https://spb.hh.ru/vacancy/77070126?from=vacancy_search_list&query=Data+Analyst,hh.ru
Data Analyst,,,,,https://spb.hh.ru/vacancy/76491924?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик (Data Analyst),,,,,https://spb.hh.ru/vacancy/77053022?from=vacancy_search_list&query=Data+Analyst,hh.ru
Junior Data Analyst,,,,,https://spb.hh.ru/vacancy/75697706?from=vacancy_search_list&query=Data+Analyst,hh.ru
English tutor for IT,,,,,https://spb.hh.ru/vacancy/75803785?from=vacancy_search_list&query=Data+Analyst,hh.ru
Category Development Manager,200 000 – 500 000 руб.,200000.0,500000.0,руб.,https://spb.hh.ru/vacancy/77026482?from=vacancy_search_list&query=Data+Analyst,hh.ru
Инженер DevOps,100 000 – 200 000 руб.,100000.0,200000.0,руб.,https://spb.hh.ru/vacancy/76383977?from=vacancy_search_list&query=Data+Analyst,hh.ru
Product designer (UX/UI дизайнер),,,,,https://spb.hh.ru/vacancy/68964876?from=vacancy_search_list&query=Data+Analyst,hh.ru
Category Development Manager (СТМ),от 250 000 руб.,250000.0,,руб.,https://spb.hh.ru/vacancy/76931480?from=vacancy_search_list&query=Data+Analyst,hh.ru
Category Development Manager (СТМ),от 250 000 руб.,250000.0,,руб.,https://spb.hh.ru/vacancy/76936286?from=vacancy_search_list&query=Data+Analyst,hh.ru
Интернет-маркетолог,,,,,https://spb.hh.ru/vacancy/76155681?from=vacancy_search_list&query=Data+Analyst,hh.ru
Маркетолог в зарубежный EdTech проект (испанский язык),,,,,https://spb.hh.ru/vacancy/76483927?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер по развитию продуктового портфеля,,,,,https://spb.hh.ru/vacancy/77128859?from=vacancy_search_list&query=Data+Analyst,hh.ru
Директор по digital - маркетингу / chief digital marketing,от 200 000 руб.,200000.0,,руб.,https://spb.hh.ru/vacancy/77081351?from=vacancy_search_list&query=Data+Analyst,hh.ru
English tutor for IT,,,,,https://spb.hh.ru/vacancy/77011238?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продукт-менеджер (Defender),,,,,https://spb.hh.ru/vacancy/76668557?from=vacancy_search_list&query=Data+Analyst,hh.ru
Архитектор DWH,,,,,https://spb.hh.ru/vacancy/75754075?from=vacancy_search_list&query=Data+Analyst,hh.ru
Контекстолог / Специалист по контекстной рекламе,от 120 000 руб.,120000.0,,руб.,https://spb.hh.ru/vacancy/77079152?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продакт-менеджер (СТМ),от 250 000 руб.,250000.0,,руб.,https://spb.hh.ru/vacancy/77003274?from=vacancy_search_list&query=Data+Analyst,hh.ru
QA Engineer,,,,,https://spb.hh.ru/vacancy/76383959?from=vacancy_search_list&query=Data+Analyst,hh.ru
Real-world evidence Manager,,,,,https://spb.hh.ru/vacancy/77138079?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий маркетолог,от 130 000 руб.,130000.0,,руб.,https://spb.hh.ru/vacancy/76402156?from=vacancy_search_list&query=Data+Analyst,hh.ru
IT recruiter (middle),от 100 000 руб.,100000.0,,руб.,https://spb.hh.ru/vacancy/76786050?from=vacancy_search_list&query=Data+Analyst,hh.ru
SEO-специалист,,,,,https://spb.hh.ru/vacancy/76331383?from=vacancy_search_list&query=Data+Analyst,hh.ru
Контент-маркетолог (контент-менеджер),,,,,https://spb.hh.ru/vacancy/76349903?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior backend-разработчик,,,,,https://spb.hh.ru/vacancy/75985861?from=vacancy_search_list&query=Data+Analyst,hh.ru
Маркетолог,60 000 – 80 000 руб.,60000.0,80000.0,руб.,https://spb.hh.ru/vacancy/76402382?from=vacancy_search_list&query=Data+Analyst,hh.ru
Manual QA Engineer,,,,,https://spb.hh.ru/vacancy/72536771?from=vacancy_search_list&query=Data+Analyst,hh.ru
Разработчик баз данных / программист Delphi,от 80 000 руб.,80000.0,,руб.,https://spb.hh.ru/vacancy/76115176?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер по продажам ПО для бизнеса B2B (IT платформы),120 000 – 350 000 руб.,120000.0,350000.0,руб.,https://spb.hh.ru/vacancy/76419184?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель направления SEO,от 140 000 руб.,140000.0,,руб.,https://spb.hh.ru/vacancy/76115492?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Android Developer,до 350 000 руб.,,350000.0,руб.,https://spb.hh.ru/vacancy/76280520?from=vacancy_search_list&query=Data+Analyst,hh.ru
Видеомонтажер в lifestyle EdTech проект AnyClass,,,,,https://spb.hh.ru/vacancy/76503291?from=vacancy_search_list&query=Data+Analyst,hh.ru
Категорийный менеджер в СТМ,от 250 000 руб.,250000.0,,руб.,https://spb.hh.ru/vacancy/77026728?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер проектов в команду сообществ,,,,,https://spb.hh.ru/vacancy/77199208?from=vacancy_search_list&query=Data+Analyst,hh.ru
Android разработчик,,,,,https://spb.hh.ru/vacancy/76453861?from=vacancy_search_list&query=Data+Analyst,hh.ru
Dev Lead Backend (PHP),300 000 – 550 000 руб.,300000.0,550000.0,руб.,https://spb.hh.ru/vacancy/73527245?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Java Developer (to Serbia or Cyprus),,,,,https://spb.hh.ru/vacancy/77135587?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior C++ разработчик в Поиск,,,,,https://spb.hh.ru/vacancy/76073280?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий дата-инженер,,,,,https://spb.hh.ru/vacancy/76859360?from=vacancy_search_list&query=Data+Analyst,hh.ru
Team Lead Backend (PHP),300 000 – 550 000 руб.,300000.0,550000.0,руб.,https://spb.hh.ru/vacancy/75706286?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продуктовый дизайнер,,,,,https://spb.hh.ru/vacancy/75520479?from=vacancy_search_list&query=Data+Analyst,hh.ru
СММ-менеджер в зарубежный EdTech проект (испанский и английский языки),,,,,https://spb.hh.ru/vacancy/76629857?from=vacancy_search_list&query=Data+Analyst,hh.ru
Системный архитектор,,,,,https://spb.hh.ru/vacancy/74135634?from=vacancy_search_list&query=Data+Analyst,hh.ru
Middle PPC-специалист / специалист по контекстной рекламе в Яндекс.Директ,50 000 – 70 000 руб.,50000.0,70000.0,руб.,https://spb.hh.ru/vacancy/75494699?from=vacancy_search_list&query=Data+Analyst,hh.ru
Java-разработчик Middle+/Senior,,,,,https://spb.hh.ru/vacancy/77073593?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер по работе с партнерами,,,,,https://spb.hh.ru/vacancy/77147954?from=vacancy_search_list&query=Data+Analyst,hh.ru
Account Manager,,,,,https://spb.hh.ru/vacancy/77113683?from=vacancy_search_list&query=Data+Analyst,hh.ru
Категорийный менеджер в СТМ со знанием английского языка,,,,,https://spb.hh.ru/vacancy/76931503?from=vacancy_search_list&query=Data+Analyst,hh.ru
Тимлид команды WEB разработки,,,,,https://spb.hh.ru/vacancy/76566316?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер по продажам IT (SAAS),,,,,https://spb.hh.ru/vacancy/76021424?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер аккаунтов Fiverr и Upwork,40 000 – 55 000 руб.,40000.0,55000.0,руб.,https://spb.hh.ru/vacancy/77097199?from=vacancy_search_list&query=Data+Analyst,hh.ru
Frontend developer,,,,,https://spb.hh.ru/vacancy/77126828?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior iOS разработчик (POS для ресторанов),от 4 500 USD,4500.0,,USD,https://spb.hh.ru/vacancy/76807159?from=vacancy_search_list&query=Data+Analyst,hh.ru
IP/IT Юрист,,,,,https://spb.hh.ru/vacancy/77148148?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель товарного направления DIY,200 000 – 500 000 руб.,200000.0,500000.0,руб.,https://spb.hh.ru/vacancy/76936381?from=vacancy_search_list&query=Data+Analyst,hh.ru
Frontend-разработчик (Vue),,,,,https://spb.hh.ru/vacancy/77200347?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер аккаунтов Fiverr и Upwork,40 000 – 55 000 руб.,40000.0,55000.0,руб.,https://spb.hh.ru/vacancy/77097200?from=vacancy_search_list&query=Data+Analyst,hh.ru
PR-менеджер,,,,,https://spb.hh.ru/vacancy/77148009?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Game Designer (casual mobile games),25 – 30 USD,25.0,30.0,USD,https://spb.hh.ru/vacancy/75914128?from=vacancy_search_list&query=Data+Analyst,hh.ru
Специалист отдела сопровождения,от 30 000 руб.,30000.0,,руб.,https://spb.hh.ru/vacancy/77145565?from=vacancy_search_list&query=Data+Analyst,hh.ru
PHP Developer (команда пользователей и онбординга ВКонтакте),,,,,https://spb.hh.ru/vacancy/73100948?from=vacancy_search_list&query=Data+Analyst,hh.ru
PHP Developer (команда пользователей и онбординга ВКонтакте),,,,,https://spb.hh.ru/vacancy/73100947?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер по продаже рекламным агентствам,,,,,https://spb.hh.ru/vacancy/76796930?from=vacancy_search_list&query=Data+Analyst,hh.ru
Специалист отдела сопровождения,от 30 000 руб.,30000.0,,руб.,https://spb.hh.ru/vacancy/77145565?from=vacancy_search_list&query=Data+Analyst,hh.ru
PHP Developer (команда пользователей и онбординга ВКонтакте),,,,,https://spb.hh.ru/vacancy/73100948?from=vacancy_search_list&query=Data+Analyst,hh.ru
PHP Developer (команда пользователей и онбординга ВКонтакте),,,,,https://spb.hh.ru/vacancy/73100947?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер по продаже рекламным агентствам,,,,,https://spb.hh.ru/vacancy/76796930?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший специалист в отдел маркетинга,до 70 000 руб.,,70000.0,руб.,https://spb.hh.ru/vacancy/77110730?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Go Developer,,,,,https://spb.hh.ru/vacancy/77013185?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Go Developer,,,,,https://spb.hh.ru/vacancy/76294333?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер по рекламе,от 80 000 руб.,80000.0,,руб.,https://spb.hh.ru/vacancy/76854532?from=vacancy_search_list&query=Data+Analyst,hh.ru
PR менеджер,от 80 000 руб.,80000.0,,руб.,https://spb.hh.ru/vacancy/76854828?from=vacancy_search_list&query=Data+Analyst,hh.ru
Консультант аналитик 1C,,,,,https://spb.hh.ru/vacancy/75911751?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Content Auditor (English, Контент-менеджер/аналитик)",800 – 1 000 бел. руб.,800.0,1000.0,руб.,https://spb.hh.ru/vacancy/76926053?from=vacancy_search_list&query=Data+Analyst,hh.ru
HR-Специалист / Менеджер по персоналу,от 90 000 руб.,90000.0,,руб.,https://spb.hh.ru/vacancy/76668336?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Go Developer,,,,,https://spb.hh.ru/vacancy/76294330?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер по продажам B2B (удаленно),35 000 – 70 000 руб.,35000.0,70000.0,руб.,https://spb.hh.ru/vacancy/76102234?from=vacancy_search_list&query=Data+Analyst,hh.ru
Консультант аналитик 1C,,,,,https://spb.hh.ru/vacancy/75911750?from=vacancy_search_list&query=Data+Analyst,hh.ru
Консультант аналитик 1C,,,,,https://spb.hh.ru/vacancy/75911753?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер по продажам корпоративным клиентам В2В,от 100 000 руб.,100000.0,,руб.,https://spb.hh.ru/vacancy/77089690?from=vacancy_search_list&query=Data+Analyst,hh.ru
Event manager/Producer (IT/Digital),,,,,https://spb.hh.ru/vacancy/77147947?from=vacancy_search_list&query=Data+Analyst,hh.ru
Диджитал Архитектор,,,,,https://spb.hh.ru/vacancy/76985729?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший специалист по продажам малому и среднему бизнесу (В2В),от 70 000 руб.,70000.0,,руб.,https://spb.hh.ru/vacancy/73068170?from=vacancy_search_list&query=Data+Analyst,hh.ru
Администратор баз данных Oracle/DBA Oracle,,,,,https://spb.hh.ru/vacancy/76084100?from=vacancy_search_list&query=Data+Analyst,hh.ru
Маркетолог,100 000 – 180 000 руб.,100000.0,180000.0,руб.,https://spb.hh.ru/vacancy/76984470?from=vacancy_search_list&query=Data+Analyst,hh.ru
Маркетолог,100 000 – 180 000 руб.,100000.0,180000.0,руб.,https://spb.hh.ru/vacancy/76984469?from=vacancy_search_list&query=Data+Analyst,hh.ru
Аналитик 1С,,,,,https://spb.hh.ru/vacancy/75882087?from=vacancy_search_list&query=Data+Analyst,hh.ru
Младший специалист по контекстной рекламе,,,,,https://spb.hh.ru/vacancy/76979279?from=vacancy_search_list&query=Data+Analyst,hh.ru
Категорийный менеджер (СТМ),от 250 000 руб.,250000.0,,руб.,https://spb.hh.ru/vacancy/72050515?from=vacancy_search_list&query=Data+Analyst,hh.ru
"Коммерческий директор «РУБИКОМ» Группа компаний, г.Павлодар и Павлодарской области",,,,,https://spb.hh.ru/vacancy/76991755?from=vacancy_search_list&query=Data+Analyst,hh.ru
Java - разработчик,,,,,https://spb.hh.ru/vacancy/76984121?from=vacancy_search_list&query=Data+Analyst,hh.ru
Инженер по сопровождению,,,,,https://spb.hh.ru/vacancy/76971159?from=vacancy_search_list&query=Data+Analyst,hh.ru
Специалист по контекстной рекламе,60 000 – 85 000 руб.,60000.0,85000.0,руб.,https://spb.hh.ru/vacancy/76986517?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер продукта в команду сообществ,,,,,https://spb.hh.ru/vacancy/71786207?from=vacancy_search_list&query=Data+Analyst,hh.ru
Team Lead Backend (PHP),от 300 000 руб.,300000.0,,руб.,https://spb.hh.ru/vacancy/73346936?from=vacancy_search_list&query=Data+Analyst,hh.ru
Category manager (DIY),от 200 000 руб.,200000.0,,руб.,https://spb.hh.ru/vacancy/72167843?from=vacancy_search_list&query=Data+Analyst,hh.ru
Team Lead Backend (PHP),от 300 000 руб.,300000.0,,руб.,https://spb.hh.ru/vacancy/75643502?from=vacancy_search_list&query=Data+Analyst,hh.ru
Business support специалист,,,,,https://spb.hh.ru/vacancy/75878197?from=vacancy_search_list&query=Data+Analyst,hh.ru
Business support специалист,,,,,https://spb.hh.ru/vacancy/75878171?from=vacancy_search_list&query=Data+Analyst,hh.ru
Лид редакторов,,,,,https://spb.hh.ru/vacancy/76985776?from=vacancy_search_list&query=Data+Analyst,hh.ru
Middle Java Developer,,,,,https://spb.hh.ru/vacancy/76867219?from=vacancy_search_list&query=Data+Analyst,hh.ru
Dev Lead Backend (PHP),300 000 – 550 000 руб.,300000.0,550000.0,руб.,https://spb.hh.ru/vacancy/73527248?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший специалист по контекстной рекламе (удаленно),,,,,https://spb.hh.ru/vacancy/76979399?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Java/Kotlin Developer,,,,,https://spb.hh.ru/vacancy/55144214?from=vacancy_search_list&query=Data+Analyst,hh.ru
Head of DevOps,,,,,https://spb.hh.ru/vacancy/73817585?from=vacancy_search_list&query=Data+Analyst,hh.ru
Backend Engineer (Node.js),,,,,https://spb.hh.ru/vacancy/72352698?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель департамента корпоративных продаж \ Head of B2B Sales,,,,,https://spb.hh.ru/vacancy/76930305?from=vacancy_search_list&query=Data+Analyst,hh.ru
SEO / Интернет-маркетолог,,,,,https://spb.hh.ru/vacancy/75907769?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior QA Automation (Мобильное приложение),,,,,https://spb.hh.ru/vacancy/76451342?from=vacancy_search_list&query=Data+Analyst,hh.ru
Frontend Developer (Vue),,,,,https://spb.hh.ru/vacancy/75677842?from=vacancy_search_list&query=Data+Analyst,hh.ru
Motion Designer (Mobile marketing),,,,,https://spb.hh.ru/vacancy/76916617?from=vacancy_search_list&query=Data+Analyst,hh.ru
PHP разработчик,до 250 000 руб.,,250000.0,руб.,https://spb.hh.ru/vacancy/76921302?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель отдела продаж,,,,,https://spb.hh.ru/vacancy/76905335?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель отдела франчайзинга,,,,,https://spb.hh.ru/vacancy/76898559?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Java developer,до 200 000 руб.,,200000.0,руб.,https://spb.hh.ru/vacancy/70909900?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший инженер по внедрению (SberWorks),,,,,https://spb.hh.ru/vacancy/76881257?from=vacancy_search_list&query=Data+Analyst,hh.ru
Менеджер по маркетингу и PR,,,,,https://spb.hh.ru/vacancy/76328082?from=vacancy_search_list&query=Data+Analyst,hh.ru
Digital Marketing Specialist,,,,,https://spb.hh.ru/vacancy/76868462?from=vacancy_search_list&query=Data+Analyst,hh.ru
Координатор проектов,,,,,https://spb.hh.ru/vacancy/76860598?from=vacancy_search_list&query=Data+Analyst,hh.ru
Ведущий инженер лаборатории предиктивной аналитики,,,,,https://spb.hh.ru/vacancy/72028462?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior/ Middle+ Java разработчик,,,,,https://spb.hh.ru/vacancy/69100666?from=vacancy_search_list&query=Data+Analyst,hh.ru
Project manager,70 000 – 70 000 руб.,70000.0,70000.0,руб.,https://spb.hh.ru/vacancy/76595121?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Java Developer,,,,,https://spb.hh.ru/vacancy/76857012?from=vacancy_search_list&query=Data+Analyst,hh.ru
Медицинский маркетолог,от 90 000 руб.,90000.0,,руб.,https://spb.hh.ru/vacancy/76752206?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший системный администратор (unix),,,,,https://spb.hh.ru/vacancy/76766626?from=vacancy_search_list&query=Data+Analyst,hh.ru
Java-разработчик,,,,,https://spb.hh.ru/vacancy/76754571?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель CRM,,,,,https://spb.hh.ru/vacancy/73029359?from=vacancy_search_list&query=Data+Analyst,hh.ru
Руководитель направления по загрузке данных в БКИ,,,,,https://spb.hh.ru/vacancy/74015919?from=vacancy_search_list&query=Data+Analyst,hh.ru
Специалист по контекстной рекламе (удаленно),,,,,https://spb.hh.ru/vacancy/75516878?from=vacancy_search_list&query=Data+Analyst,hh.ru
Инженер по контролю качества,,,,,https://spb.hh.ru/vacancy/76739356?from=vacancy_search_list&query=Data+Analyst,hh.ru
Java Team Lead,до 330 000 руб.,,330000.0,руб.,https://spb.hh.ru/vacancy/76709130?from=vacancy_search_list&query=Data+Analyst,hh.ru
Affiliate Manager / CPA-менеджер (Банк),,,,,https://spb.hh.ru/vacancy/76710974?from=vacancy_search_list&query=Data+Analyst,hh.ru
Java-разработчик,,,,,https://spb.hh.ru/vacancy/75629677?from=vacancy_search_list&query=Data+Analyst,hh.ru
Программист-разработчик middle Java,,,,,https://spb.hh.ru/vacancy/72747356?from=vacancy_search_list&query=Data+Analyst,hh.ru
Java разработчик в Tinkoff Black,,,,,https://spb.hh.ru/vacancy/67666738?from=vacancy_search_list&query=Data+Analyst,hh.ru
Java разработчик в Tinkoff Black,,,,,https://spb.hh.ru/vacancy/67666737?from=vacancy_search_list&query=Data+Analyst,hh.ru
Координатор отдела продаж,,,,,https://spb.hh.ru/vacancy/76733848?from=vacancy_search_list&query=Data+Analyst,hh.ru
Full Stack Developer,,,,,https://spb.hh.ru/vacancy/76671770?from=vacancy_search_list&query=Data+Analyst,hh.ru
Senior Go developer (Lead Golang),от 350 000 руб.,350000.0,,руб.,https://spb.hh.ru/vacancy/76673878?from=vacancy_search_list&query=Data+Analyst,hh.ru
Старший специалист поддержки ЕХД,,,,,https://spb.hh.ru/vacancy/76683299?from=vacancy_search_list&query=Data+Analyst,hh.ru
Интернет-маркетолог,80 000 – 100 000 руб.,80000.0,100000.0,руб.,https://spb.hh.ru/vacancy/76678118?from=vacancy_search_list&query=Data+Analyst,hh.ru
Продуктовый менеджер (сайт),,,,,https://spb.hh.ru/vacancy/75570135?from=vacancy_search_list&query=Data+Analyst,hh.ru
Head of Customer Service,,,,,https://spb.hh.ru/vacancy/76686180?from=vacancy_search_list&query=Data+Analyst,hh.ru
Директор по продажам (в Набережные Челны),,,,,https://spb.hh.ru/vacancy/76632532?from=vacancy_search_list&query=Data+Analyst,hh.ru
Директор по продажам (в Челябинск),,,,,https://spb.hh.ru/vacancy/76632526?from=vacancy_search_list&query=Data+Analyst,hh.ru
Директор по продажам (в Челябинск),,,,,https://spb.hh.ru/vacancy/76632527?from=vacancy_search_list&query=Data+Analyst,hh.ru
Директор по продажам (в Челябинск),,,,,https://spb.hh.ru/vacancy/76632528?from=vacancy_search_list&query=Data+Analyst,hh.ru
Программист-разработчик Backend Senior,80 000 – 180 000 руб.,80000.0,180000.0,руб.,https://spb.hh.ru/vacancy/76619935?from=vacancy_search_list&query=Data+Analyst,hh.ru
Таргетолог Instagram/ТГ,,,,,https://spb.hh.ru/vacancy/76619049?from=vacancy_search_list&query=Data+Analyst,hh.ru
Таргетолог Instagram/ТГ,,,,,https://spb.hh.ru/vacancy/76619050?from=vacancy_search_list&query=Data+Analyst,hh.ru
Project manager (производство курсов),,,,,https://spb.hh.ru/vacancy/76613003?from=vacancy_search_list&query=Data+Analyst,hh.ru
Специалист отдела мониторинга,,,,,https://spb.hh.ru/vacancy/76605309?from=vacancy_search_list&query=Data+Analyst,hh.ru
Middle / Senior Java developer,80 000 – 200 000 руб.,80000.0,200000.0,руб.,https://spb.hh.ru/vacancy/30442878?from=vacancy_search_list&query=Data+Analyst,hh.ru
ИТ-лидер кластера,,,,,https://spb.hh.ru/vacancy/76582812?from=vacancy_search_list&query=Data+Analyst,hh.ru
